# voca_id<TAB>old_word<TAB>correct_word
12464	infestatiion	infestation
12474	cruely	cruelly
17905	winp	wimp
18023	belife	belief
18296	singulary	singular
18441	regretably	regrettably
22167	choregraphy	choreography
23485	professoriat	professoriate
23631	dispensible	dispensable
23950	corelation	correlation
25800	implicity	implication
26959	cetification	certification
26998	driverway	driveway
27000	pionner	pioneer
27809	bibliograghy	bibliography
27810	reffle	raffle
27817	attracion	attraction
27818	muliple	multiple
27820	orgaize	organize
27821	expension	extension
27823	comlimentary	complimentary
27824	apprecaiate	appreciate
27827	comlete	complete
27829	inconcenience	inconvenience
27830	transportaion	transportation
27831	cowoker	coworker
27843	unannimous	unanimous
27844	expectiation	expectation
28133	suceeding	succeeding
28246	freedback	feedback
28390	petronize	patronize
28479	maunfacturer	manufacturer
28536	imflamed	inflamed
28559	adandon	abandon
28776	occuptional	occupational
28878	indequate	inadequate
28929	apploximately	approximately
28936	reperter	reporter
28972	interpretor	interpreter
28986	furnance	furnace
29038	poductivity	productivity
29059	delinguent	delinquent
29064	alummi	alumni
29066	eaerness	eagerness
29125	gullable	gullible
29268	porceed	proceed
29300	multinatinal	multinational
29317	polluent	pollutant
29325	elisible	eligible
29326	relrase	release
29327	nitify	notify
29328	concertrate	concentrate
29330	dirsupt	disrupt
29331	premission	permission
29341	ppopularity	popularity
29349	distubing	disturbing
29353	serverance	severance
29413	condence	condense
29459	invelvement	involvement
29498	ilberal	liberal
29677	ramdomize	randomize
29682	qualfied	qualified
29683	boradly	broadly
29751	gunuine	genuine
29754	tractful	tactful
29775	equiment	equipment
29780	socialy	socially
29794	estimat	estimate
29798	Critictize	criticize
29822	Consigment	consignment
29836	Stimulat	stimulate
29853	Cantribution	contribution
29859	Iinitial	initial
29862	invoce	invoice
29863	Confiquration	configuration
29865	oncite	on-site
29866	dedicaion	dedication
29867	stunnig	stunning
29869	demonstation	demonstration
29886	unemlpoyment	unemployment
29887	proficienty	proficiency
30607	complicted	complicated
30612	phramaceutical	pharmaceutical
30691	remakable	remarkable
30735	distruption	disruption
30742	spakle	sparkle
30743	invigrate	invigorate
30746	dyhydration	dehydration
30779	extincition	extinction
30780	mediatate	meditate
30798	probablilistic	probabilistic
30881	analysisi	analysis
30893	exemine	examine
30908	consmption	consumption
30909	assmbly	assembly
30919	jittely	jittery
31080	faithfullness	faithfulness
31084	appintment	appointment
31222	staiway	stairway
31226	varanda	veranda
31334	helpessness	helplessness
31340	lucheon	luncheon
31550	shereholder	shareholder
31565	ceilling	ceiling
31607	consideraly	considerably
31713	exhition	exhibition
31755	althabetically	alphabetically
31757	apptitude	aptitude
31964	bewear	beware
31965	obses	obsess
31972	temporaily	temporarily
31977	intermittenly	intermittently
32056	exactiy	exactly
32057	evaluat	evaluate
32076	deverse	diverse
32424	meneuver	maneuver
32432	knickkanck	knickknack
32441	leftovr	leftover
32442	dacay	decay
32457	trasury	treasury
32458	trasure	treasure
32532	requblican	republican
32533	naysaver	naysayer
32541	shorsighted	shortsighted
32759	abstainee	abstainer
33109	varacious	voracious
33115	pharmacotheraphy	pharmacotherapy
33130	migrain	migraine
33176	breakthough	breakthrough
33182	actup	act up
33219	epercussion	repercussion
33244	bibliophil	bibliophile
33856	throny	thorny
33888	misscarriage	miscarriage
33909	hephew	nephew
33912	neclear	nuclear
34054	diabete	diabetes
34149	craftman	craftsman
