58577	그 회사는 더 효율적인 네트워크 시스템을 <strong class="target-word">고안했다</strong>.
58578	그 자동차의 <strong class="target-word">획기적인</strong> 새 엔진은 경쟁사들을 능가한다.
58579	Simpson & Associates는 고객들에게 <strong class="target-word">혁신적인</strong> 솔루션을 제공한다.
58580	최신 건조기에는 새로운 <strong class="target-word">기능</strong>이 여러 개 탑재되어 있다.
58581	이 냉장고 모델은 높은 에너지 효율이 <strong class="target-word">특징이다</strong>.
58582	그 신인 패션 디자이너는 전통 의상에서 <strong class="target-word">영감</strong>을 얻는다.
58583	그 용기들은 파손을 견딜 만큼 <strong class="target-word">충분히</strong> 튼튼하다.
58584	변호사들은 <strong class="target-word">특허</strong> 출원 서류를 제출했다.
58585	경영진은 자사의 최신 제품이 전국 매장에서 판매되는 모습을 <strong class="target-word">그리고 있다</strong>.
58586	밝기 조절 스위치가 램프 뒤쪽에서 <strong class="target-word">뻗어 나온다</strong>.
58587	관리자는 디자인 마감일을 한 달 <strong class="target-word">연장했다</strong>.
58588	CEO는 훌륭한 성과를 낸 연구팀에게 감사를 <strong class="target-word">전했다</strong>.
58589	그 소프트웨어는 수개월간의 연구 <strong class="target-word">끝</strong>에 출시되었다.
58590	제품 브로슈어는 <strong class="target-word">다음</strong> 언어들로 이용 가능하다.
58591	Beauford Incorporated는 이번 가을에 새 가전제품을 출시할 <strong class="target-word">계획이다</strong>.
58592	발명가는 자신의 믹서가 제빵용으로 쓰이기를 <strong class="target-word">의도했다</strong>.
58593	휴대용 컴퓨터에 대한 특허는 4월 27일에 <strong class="target-word">승인되었다</strong>.
58594	연구팀은 최대 4,000달러의 정부 <strong class="target-word">보조금</strong>을 받게 된다.
58595	그 프로그램의 새 기능은 사용자가 고급 검색을 할 수 있게 <strong class="target-word">해준다</strong>.
58596	수석 연구원은 안전을 위해 매일 실험실의 모든 장비와 화학물질을 <strong class="target-word">점검한다</strong>.
58597	다양한 인센티브는 직원 생산성을 <strong class="target-word">향상시킬</strong> 수 있다.
58598	기술은 국가 경제에서 <strong class="target-word">점점 더</strong> 중요한 요소가 되고 있다.
58599	Lamont Manufacturing은 생산 라인 개선에 수백만 달러를 <strong class="target-word">투자했다</strong>.
58600	이 자동차에는 구형 모델에 없는 <strong class="target-word">다양한</strong> 기능이 있다.
58601	우수 고객은 무료 컴퓨터 <strong class="target-word">업그레이드</strong> 1회 대상이다.
58602	Gina는 방금 휴대폰 소프트웨어를 <strong class="target-word">업그레이드했다</strong>.
58603	Rachel은 새 에어컨의 제품 <strong class="target-word">설명서</strong>를 작성하고 있다.
58604	회사 정보를 찾는 고객은 저희 웹사이트를 <strong class="target-word">둘러볼</strong> 수 있다.
58605	새 전자레인지를 테스트하는 사람들은 몇 가지 질문에 서면 <strong class="target-word">답변</strong>을 제출해야 한다.
58606	디자인팀은 제품의 <strong class="target-word">외관</strong>을 완전히 현대적으로 바꾸었다.
58607	그 플로어 램프는 그 회사에서 가장 <strong class="target-word">성공적인</strong> 제품이다.
58608	그 세탁기는 세탁물을 최대 3킬로그램까지 <strong class="target-word">담을</strong> 수 있다.
58609	제품 개발팀은 컴퓨터 기술의 <strong class="target-word">발전</strong>을 연구한다.
58610	테스트 결과 Branco의 제품은 <strong class="target-word">신뢰할 수 있고</strong> 효율적인 것으로 나타났다.
58611	그 회사의 관리 시스템은 어느 한 사람에게 <strong class="target-word">의존하지</strong> 않는다.
58612	<strong class="target-word">품질</strong> 관리 부서는 모든 제품의 샘플을 검사한다.
58613	<strong class="target-word">국내</strong> 시장의 판매 부진으로 기업들은 해외로 진출하게 되었다.
58614	그 프로젝트는 <strong class="target-word">개발</strong>의 마지막 단계에 있다.
58615	무선 기술의 <strong class="target-word">발전</strong>은 고성능 스마트폰을 가능하게 한다.
58616	제품의 <strong class="target-word">이용 가능성</strong>은 시장 수요와 공급에 따라 달라진다.
58617	웹사이트 <strong class="target-word">업데이트</strong>에는 최신 헤어스타일링 가전제품에 대한 정보가 포함되어 있다.
58618	그 공장은 생산 속도를 높이기 위해 장비 소프트웨어를 <strong class="target-word">업데이트했다</strong>.
58619	새 회계 소프트웨어는 <strong class="target-word">정확하고</strong> 정밀하다.
58620	프로젝트 지연은 종종 홍보부서에 <strong class="target-word">복잡한</strong> 상황을 초래한다.
58621	그 <strong class="target-word">뛰어난</strong> 화학자는 유연한 배터리를 개발하기 위해 채용되었다.
58622	서비스 <strong class="target-word">문의</strong>는 저희 고객 상담원에게 전화해 주십시오.
58623	인쇄가 고르지 않은 것은 기술적 결함의 <strong class="target-word">징후</strong>이다.
58624	<strong class="target-word">제조사</strong>는 모든 제품에 대해 최대 1년간 품질을 보증한다.
58625	그 리모컨은 모든 모델과 <strong class="target-word">호환된다</strong>.
58626	그 회사의 최신 텔레비전은 현재 시장의 제품들보다 <strong class="target-word">우수하다</strong>.
