59062	직원들이 최종 보고서를 작성하는 동안 그들의 주의를 <strong class="target-word">흩뜨리지</strong> 않도록 하십시오.
59067	지원자의 이전 마케팅 경험은 이 직책과 매우 <strong class="target-word">관련</strong>이 있다.
59071	<strong class="target-word">곧</strong> 회의를 시작할 것이니, 자리에 앉아 주십시오.
59077	금요일까지 동봉된 계약서에 서명하여 반송하는 것을 <strong class="target-word">잊지</strong> 마십시오.
59078	그 직원은 고위 경영진에게 자신의 아이디어를 발표하는 것에 대해 <strong class="target-word">초조해했다</strong>.
59081	올해의 <strong class="target-word">연례</strong> 회의는 애틀랜타에서 열렸다.
59095	시제품에 대한 긍정적인 반응은 그것을 위한 더 많은 자금 지원을 <strong class="target-word">야기했다</strong>.
59098	Ms. Warren은 최근의 급여 인상에 대해 <strong class="target-word">고마워했다</strong>.
59106	남성 육아 휴직을 늘리겠다는 계획은 여전히 <strong class="target-word">임시적일</strong> 뿐이다.
59112	Fred는 자신의 승진으로 제공받을 기회들에 <strong class="target-word">신</strong>이 났다.
59115	우리 이사님의 은퇴를 <strong class="target-word">기념하는</strong> 연회가 개최되었다.
59142	그 관리자는 영국으로 <strong class="target-word">전근되었다</strong>.
59144	주간 직원회의 출석은 <strong class="target-word">의무적이다</strong>.
59145	Eileen은 일에 있어서 매우 <strong class="target-word">유능하고</strong> 그녀의 직원들에게 매우 사랑받는다.
59148	우리는 Mr. Rowles가 사임한 후로 계속해서 새 회장을 <strong class="target-word">찾고 있다</strong>.
59149	Robert는 부장으로 승진하기에 너무 <strong class="target-word">경험</strong>이 없다.
59150	Ms. Jones는 <strong class="target-word">조기</strong> 퇴직을 선택했다.
59152	Mr. Fulton은 Greenway 은행에서 <strong class="target-word">경영직</strong>을 맡고 있다.
59173	고속도로의 교통 <strong class="target-word">체증</strong>은 오후 5시부터 7시 사이에 가장 심하다.
59192	신차에는 <strong class="target-word">자동차</strong> 수리 서비스가 무료로 제공된다.
59194	그 <strong class="target-word">공식</strong> 보고서는 최근에 자동차 사고가 증가하고 있음을 나타냈다.
59198	운전자들은 경찰이 도로를 안전하게 유지할 것이라고 <strong class="target-word">믿는다</strong>.
59199	오토바이 운전자들은 산을 향해 서쪽으로 <strong class="target-word">나아갔다</strong>.
59208	허가되지 않은 모든 차량은 <strong class="target-word">견인될</strong> 것이다.
59209	Jim은 실수로 트럭을 <strong class="target-word">후진</strong> 기어에 놓았다.
59210	승객들은 운전자의 시야를 <strong class="target-word">가리지</strong> 말아야 한다.
59211	그 <strong class="target-word">연체된</strong> 계좌는 정지되었다.
59212	10월 청구서는 지불 기한이 <strong class="target-word">지났으므로</strong> 곧 납부되어야 한다.
59217	은행은 항시 보안을 <strong class="target-word">고려한다</strong>.
59222	지불은 다음 달 <strong class="target-word">1일까지</strong>이다.
59231	빠르고 친절한 서비스는 Township Capital사와 거래하는 것을 <strong class="target-word">즐겁게</strong> 한다.
59243	신용 협동조합과 은행은 많은 <strong class="target-word">공통점</strong>이 있다.
59253	그 기관은 대출로 얻은 자금에 <strong class="target-word">지나치게</strong> 의존하고 있다.
59257	더 높은 <strong class="target-word">담보 대출</strong> 금리는 주택 소유자들에게 손해를 입힐 것이다.
59258	모든 수표가 Everson사에 <strong class="target-word">지불되도록</strong> 해 주십시오.
59259	Jane은 <strong class="target-word">개인</strong> 수표를 현금으로 바꾸기 위해 은행에 들렀다.
59265	석유 회사들은 <strong class="target-word">당분간</strong> 확장 계획을 가지고 있지 않다.
59268	그 중개인은 고객을 <strong class="target-word">대신해</strong> 주식을 매각할 수 있는 권한을 받았다.
59282	분석가들은 문제가 많은 회사의 주식을 추천하는 것에 대해 <strong class="target-word">조심한다</strong>.
59301	학생들은 보통 자신의 <strong class="target-word">집</strong>에서 가장 가까운 학교에 다닌다.
59303	그 장식가는 거실 창문들을 실크 커튼으로 <strong class="target-word">장식했다</strong>.
59304	꼭대기 층은 넉 달 동안 <strong class="target-word">비어 있었다</strong>.
59306	그 아파트의 규모는 4인 가족에게 <strong class="target-word">적당하다</strong>.
59318	건설 프로젝트는 자금이 고갈되자 <strong class="target-word">중단되었다</strong>.
59327	주택 개조를 위한 허가 취득은 <strong class="target-word">의무적이다</strong>.
59336	제시된 공간에 <strong class="target-word">본적</strong>을 기입해 주세요.
59337	창고는 행정실에 <strong class="target-word">인접해 있다</strong>.
59346	<strong class="target-word">맑게 갠</strong> 날 공원에서 소풍이 열렸다.
59351	이번 주 날씨는 캠핑 여행을 가기에 <strong class="target-word">이상적이었다</strong>.
59357	시립 공원의 나무들은 보기에도 <strong class="target-word">즐거울</strong> 뿐만 아니라 환경적으로도 이롭다.
