58327	Finnegan's 카페는 매주 토요일 <strong class="target-word">라이브</strong> 음악 공연을 개최한다.
58328	연주자들은 재즈 선율을 <strong class="target-word">즉흥으로 연주했다</strong>.
58329	브로드웨이 뮤지컬은 <strong class="target-word">인기</strong>가 많아서 자주 투어를 다닌다.
58330	도서관은 어린이 책 <strong class="target-word">기부</strong>를 받고 있다.
58331	세인트존스 대학교 <strong class="target-word">동문</strong>들이 졸업식에 초대받았다.
58332	문 앞에서 유효한 티켓을 <strong class="target-word">제시해</strong> 주세요.
58333	리조트의 <strong class="target-word">현재</strong> 소유주는 리모델링을 계획하고 있다.
58334	유명 운동선수 Matt London이 경기장에 <strong class="target-word">참석했다</strong>.
58335	전시회를 관람하려는 사람들은 추가 <strong class="target-word">입장료</strong>를 내야 한다.
58336	그 호텔은 대규모 결혼 <strong class="target-word">연회</strong>를 위한 시설을 갖추고 있다.
58337	그 부부는 결혼 50주년 <strong class="target-word">기념일</strong>을 파티로 축하했다.
58338	호텔 수영장을 이용할 때는 적절한 수영복 착용이 <strong class="target-word">필수적이다</strong>.
58339	Peggy는 가족을 설득해 하와이에 가기로 하는 데 <strong class="target-word">성공했다</strong>.
58340	Chambers 씨는 Shipman 씨의 은퇴 후 관광위원회장 자리를 <strong class="target-word">이어받을</strong> 것이다.
58341	그 박물관은 독특한 우표 <strong class="target-word">수집품</strong>을 보유하고 있다.
58342	통행료 <strong class="target-word">징수</strong>는 전자 시스템으로 이루어진다.
58343	경매는 인기 있는 <strong class="target-word">모금</strong> 방식이다.
58344	연극은 짧은 휴식 후 <strong class="target-word">재개될</strong> 것이다.
58345	Jack의 케이크 레시피는 Baker Monthly 4월 <strong class="target-word">호</strong>에 실렸다.
58346	지구 온난화라는 <strong class="target-word">문제</strong>에 대해 다양한 견해가 있다.
58347	Weekly Herald를 <strong class="target-word">구독</strong>하고 싶습니다.
58348	그 소설가는 사인회를 하러 서점에 <strong class="target-word">나타났다</strong>.
58349	Mary는 할머니를 쇼핑몰에 <strong class="target-word">모시고 갔다</strong>.
58350	산악 지역에서는 강풍이 종종 비를 <strong class="target-word">동반하니</strong> 주의해야 한다.
58351	그 경제학 책의 개정<strong class="target-word">판</strong>이 곧 출간될 것이다.
58352	패키지 이용약관에는 투숙객이 호텔에 묵는다고 <strong class="target-word">구체적으로</strong> 명시되어 있었다.
58353	호수 주변 캠핑장은 가볼 만한데, <strong class="target-word">특히</strong> Milligan 캠핑장이 그렇다.
58354	그 자선단체는 <strong class="target-word">익명</strong>의 기부자로부터 6,000달러를 받았다.
58355	그 매장은 우수한 고객 서비스를 제공하는 데 <strong class="target-word">전념하고 있다</strong>.
58356	그 다큐멘터리는 <strong class="target-word">유익하고</strong> 흥미로웠다.
58357	<strong class="target-word">관객</strong>들은 가수에게 열렬히 박수를 보냈다.
58358	그 <strong class="target-word">작가</strong>의 단편소설은 모두 인기가 많다.
58359	건축물의 정교한 세부 사항을 <strong class="target-word">주목해</strong> 주세요.
58360	<strong class="target-word">골동품</strong>은 집 꾸미기에 인기가 많다.
58361	그 작가는 여러 편의 <strong class="target-word">원고</strong>를 작업하고 있다.
58362	그 단체의 활동은 지역사회에 <strong class="target-word">유익하다</strong>.
58363	기자는 <strong class="target-word">다가오는</strong> 선거의 후보자와 인터뷰했다.
58364	도서관은 다양한 시청각 자료를 <strong class="target-word">대여해 준다</strong>.
58365	잡지의 <strong class="target-word">현재</strong> 구독자는 무료 부록을 받게 된다.
58366	그 대회는 <strong class="target-word">지역</strong> 고등학교에서 열릴 것이다.
58367	그 신문 가판대는 <strong class="target-word">다양한</strong> 잡지와 신문을 판매한다.
58368	그 전문 커피숍은 스무 가지가 넘는 <strong class="target-word">종류</strong>의 커피를 판매한다.
58369	그 작가는 공교육의 <strong class="target-word">옹호자</strong>이다.
58370	그 의사는 의학 저널의 정기 <strong class="target-word">기고자</strong>이다.
58371	그 다큐멘터리 시리즈는 건강에 대한 통념을 <strong class="target-word">거스른다</strong>.
58372	그 연극은 어떠한 설명도 <strong class="target-word">거부했다</strong>.
58373	<strong class="target-word">매혹적인</strong> 미술품들이 많이 전시되어 있었다.
58374	우리는 Rita Garner 영화의 첫 <strong class="target-word">상영</strong>에 참석했다.
58375	이 작가의 작품이 또 한 번 <strong class="target-word">전시</strong>될 예정이다.
58376	고객 <strong class="target-word">설문조사</strong>는 제품 품질 개선에 도움이 된다.
