58738	아래의 세관 신고서를 <strong class="target-word">작성해</strong> 주십시오.
58744	그 호텔은 쇼핑 구역과 아주 가까운 <strong class="target-word">거리</strong>에 있다.
58745	손님들은 호텔의 수영장과 스파를 <strong class="target-word">무제한</strong>으로 이용할 수 있다.
58747	호텔 예약 취소 시에는 <strong class="target-word">사전</strong> 통지가 요구된다.
58749	공항 터미널 보수 작업이 현재 <strong class="target-word">진행</strong> 중이다.
58755	자동차 배기가스는 대도시의 공기를 <strong class="target-word">오염시킨다</strong>.
58756	지방 정부는 버스 요금을 <strong class="target-word">인하하기로</strong> 결정했다.
58762	도로의 <strong class="target-word">정체</strong>로 인해 많은 지각 도착이 발생했다.
58766	대기 오염이 감소하면 모두에게 <strong class="target-word">이로울</strong> 것이다.
58768	도로가 얼었을 때 운전하는 것은 <strong class="target-word">위험하다</strong>.
58769	새로운 교통망을 <strong class="target-word">확충하려는</strong> 계획이 승인되었다.
58770	그들은 파이프의 <strong class="target-word">샘</strong>을 즉시 고쳐야 한다.
58776	변호사들은 <strong class="target-word">시골</strong> 지역의 분쟁을 해결하기 위해 자주 고용된다.
58778	그 법률 회사는 <strong class="target-word">교외</strong> 지역에 위치해 있다.
58781	분쟁은 그 지역의 <strong class="target-word">독성</strong> 폐기물 처리로 인해 발생했다.
58782	<strong class="target-word">도시</strong> 재생 프로젝트가 계약에 포함되었다.
58798	우리는 국내의 주요 전자 제품 <strong class="target-word">판매업체</strong>이다.
58799	<strong class="target-word">대량</strong>으로 물건을 구매하면 할인을 받을 것이다.
58801	직원이 <strong class="target-word">부족했기</strong> 때문에 판촉 행사는 취소되어야만 했다.
58803	그 상점은 다양하게 <strong class="target-word">엄선된</strong> 디자이너 의류를 제공한다.
58806	그 광고는 수천 명의 잠재 고객들에게 <strong class="target-word">닿았다</strong>.
58818	그 상점은 정전 때문에 주문을 처리할 수 <strong class="target-word">없었다</strong>.
58821	관리자는 새로운 종류의 제품을 <strong class="target-word">갖추어</strong> 놓기로 결정했다.
58831	가격 <strong class="target-word">견적</strong>
58832	주문 <strong class="target-word">견적</strong>
58841	신차들의 <strong class="target-word">발송</strong>이 폭풍 때문에 지연되었다.
58848	깨지기 쉬운 유리 제품을 취급할 때는 <strong class="target-word">조심하세요</strong>.
58849	퇴근하는 길에 식료품을 <strong class="target-word">찾아올</strong> 것이다.
58850	그 상점은 매우 다양한 수제 선물을 <strong class="target-word">팔고</strong> 있다.
58857	우리는 계약 조건에 대한 합의에 도달할 수 <strong class="target-word">없었다</strong>.
58860	관리자는 다가오는 시즌을 위해 새로운 종류의 제품을 <strong class="target-word">갖추어</strong> 놓기로 결정했다.
58865	그 호텔은 비즈니스 여행객들의 요구를 <strong class="target-word">만족시킨다</strong>.
58878	그 호텔은 공항까지 <strong class="target-word">무료</strong> 셔틀 서비스를 제공한다.
58894	자유의 여신상은 세계적으로 유명한 주요 <strong class="target-word">지표</strong>이다.
58895	그 호텔은 연중 높은 <strong class="target-word">투숙률</strong>을 유지한다.
58897	투숙객들에게 아침 식사가 오전 10시까지 제공된다는 것을 <strong class="target-word">상기시켜</strong> 주세요.
58907	모든 직원 기록은 <strong class="target-word">기밀</strong> 파일에 보관된다.
58938	도움을 위해 <strong class="target-word">기술</strong> 지원 팀에 연락해 주세요.
58945	회사의 <strong class="target-word">재무</strong> 상황이 상당히 개선되었다.
58946	우리는 예산의 균형을 맞추기 위해 지출을 <strong class="target-word">줄여야</strong> 한다.
58969	출장 중 <strong class="target-word">부수적인</strong> 비용들은 환급되었다.
58971	계약자는 건물에 대한 어떤 손상에 대해서도 <strong class="target-word">책임</strong>이 있다.
58972	두 모델 간의 가격 차이는 아주 <strong class="target-word">근소할</strong> 뿐이다.
58974	모든 <strong class="target-word">미납금</strong>은 이달 말까지 정산되어야 한다.
58976	새로운 마케팅 전략들이 회사를 더 <strong class="target-word">수익성</strong> 있게 만들었다.
59010	그 제품의 <strong class="target-word">상업적</strong> 성공은 우리의 모든 기대를 뛰어넘었다.
59012	그 회사는 5년 <strong class="target-word">연속</strong>으로 수익을 기록했다.
59041	위원회는 예산안을 확정하기 위해 오전 10시에 <strong class="target-word">모일</strong> 것이다.
59044	이사회는 Ms. Han을 새로운 CEO로 임명하는 <strong class="target-word">만장일치</strong> 결정을 내렸다.
58814	모든 가격은 사전 통보 없이 <strong class="target-word">변경될 수 있다</strong>.
