113865	NOUN
44554	NOUN
113512	NOUN
37817	NOUN
94495	ADJ
105975	NOUN
93467	NOUN
69845	NOUN
39523	ADV
111126	NOUN
70438	NOUN
68386	NOUN
55118	NOUN
72951	ADJ
53662	ADJ
67877	ADJ
64454	ADJ
58843	ADJ
70943	ADJ
68408	ADJ
54087	ADJ
46474	ADJ
46417	ADJ
115497	ADJ
90300	ADJ
83379	ADJ
78442	ADJ
59379	ADJ
57790	ADJ
120258	ADJ
107051	ADJ
106315	ADJ
83166	ADJ
78556	ADJ
60430	ADJ
108138	ADJ
92163	ADJ
41083	NOUN
122313	NOUN
110447	VERB
103082	VERB
97886	VERB
55794	VERB
53924	VERB
49200	VERB
48574	VERB
41997	VERB
29549	VERB
81410	NOUN
101676	NOUN
123099	NOUN
103745	NOUN
101007	NOUN
125713	NOUN
110762	NOUN
86428	ADJ
86556	ADV
86434	ADV
59160	ADV
117327	ADJ
64370	ADJ
54641	NOUN
114998	NOUN
77393	NOUN
76755	NOUN
45195	NOUN
135065	VERB
75278	NOUN
123240	NOUN
52503	NOUN
83201	NOUN
62864	NOUN
105002	NOUN
95853	NOUN
66172	NOUN
117972	ADJ
121827	NOUN
109905	NOUN
39269	NOUN
87132	NOUN
82629	ADJ
61137	ADJ
59919	ADJ
40331	ADJ
36691	NOUN
107333	ADV
74730	NOUN
104194	NOUN
126822	NOUN
115761	NOUN
32844	NOUN
30146	NOUN
77214	NOUN
72493	NOUN
36383	NOUN
120235	ADJ
115666	ADJ
115728	NOUN
126721	ADJ
122184	VERB
128163	VERB
51061	ADJ
28882	ADJ
64098	ADJ
83653	NOUN
54064	VERB
91198	ADV
113112	NOUN
84529	NOUN
34717	NOUN
86338	ADJ
34425	ADV
61969	NOUN
119135	NOUN
91432	ADV
108395	ADJ
61541	ADJ
38208	NOUN
62831	VERB
61681	VERB
61377	VERB
104378	VERB
99808	VERB
94366	VERB
65046	VERB
79089	NOUN
41910	NOUN
63990	VERB
114038	VERB
67851	VERB
55299	ADJ
54408	ADJ
48498	NOUN
85439	NOUN
74708	NOUN
57185	NOUN
57040	NOUN
29544	NOUN
87906	ADJ
124500	ADJ
59324	VERB
56705	VERB
88876	ADJ
116771	NOUN
87275	NOUN
49203	NOUN
118914	ADJ
110852	NOUN
112538	NOUN
91762	NOUN
78159	NOUN
42210	NOUN
120958	NOUN
97499	NOUN
93432	NOUN
78834	NOUN
128556	VERB
116286	NOUN
107450	NOUN
113170	NOUN
94468	NOUN
72914	NOUN
47188	ADJ
63863	NOUN
108090	NOUN
121445	ADJ
35958	ADJ
118329	NOUN
60848	NOUN
101918	ADJ
62541	ADJ
60749	ADJ
109488	NOUN
40647	NOUN
114178	NOUN
48379	NOUN
107298	NOUN
106565	ADV
100018	ADV
124116	ADJ
102630	ADJ
61412	ADJ
128546	NOUN
87726	NOUN
108069	NOUN
106433	NOUN
69578	NOUN
108577	ADJ
66271	ADJ
135083	VERB
47202	ADJ
115495	ADJ
78896	ADJ
122872	ADV
116617	ADV
109163	ADV
43717	ADJ
110642	NOUN
42203	NOUN
72924	NOUN
69807	NOUN
119481	VERB
57121	NOUN
60707	VERB
92016	NOUN
137428	VERB
61917	ADJ
42853	ADJ
43049	ADJ
57056	NOUN
130300	NOUN
77007	NOUN
