21	NOUN
105	VERB
173	ADJ
176	VERB
224	AUX
237	VERB
240	AUX
274	AUX
292	ADV
361	VERB
512	VERB
641	VERB
655	ADJ
672	NOUN
685	ADJ
687	ADJ
703	ADJ
715	ADJ
741	ADV
755	ADV
757	DET
780	ADJ
783	DET
786	ADJ
805	NOUN
828	ADV
863	NOUN
868	ADV
870	NOUN
900	NOUN
904	NOUN
919	DET
923	DET
962	ADV
963	NOUN
975	ADJ
1032	ADV
1069	ADV
1071	ADV
1167	ADP
1179	INTJ
1484	NOUN
1573	PROPN
1574	PROPN
1639	PRON
1649	ADV
1740	VERB
1917	ADV
1957	NOUN
1963	NOUN
1993	ADJ
1997	NOUN
2021	CCONJ
2028	CCONJ
2122	DET
2197	DET
2199	NOUN
2247	NOUN
2281	ADV
2312	NOUN
2369	DET
2373	ADV
2678	AUX
2692	ADJ
2726	NOUN
2800	DET
2801	ADJ
2832	ADV
2903	NOUN
3002	NOUN
3023	CCONJ
3037	ADV
3092	ADJ
3161	ADJ
3202	VERB
3203	CCONJ
3215	ADV
3308	ADV
3338	ADJ
3359	PRON
3365	ADV
3385	ADJ
3455	NOUN
3502	ADV
3557	NOUN
3669	NOUN
3737	VERB
3752	ADV
3789	CCONJ
3808	ADV
3809	ADV
3827	ADJ
3970	ADJ
4003	ADV
4124	DET
4226	VERB
4228	ADV
4246	ADV
4315	NOUN
4321	ADV
4336	NOUN
4379	NOUN
4386	ADV
4431	ADV
4484	ADV
4495	ADV
4500	INTJ
4505	NOUN
4506	ADV
4539	INTJ
4549	DET
4566	ADJ
4579	DET
4583	CCONJ
4584	CCONJ
4587	ADV
4611	NOUN
4615	ADV
4621	INTJ
4626	ADV
4628	NUM
4642	ADV
4652	ADV
4658	ADV
4662	ADV
4675	ADV
4685	ADV
4686	ADV
4687	NOUN
4722	ADV
4764	NOUN
4772	ADV
4795	VERB
4854	ADJ
4873	NOUN
4974	VERB
5173	VERB
5254	NOUN
5316	VERB
5332	VERB
5514	NOUN
5542	ADP
5548	ADV
5878	ADJ
6096	AUX
6108	VERB
6267	VERB
6291	VERB
6347	ADV
6407	ADV
6444	AUX
6489	VERB
6557	NOUN
6958	VERB
7076	ADP
7406	VERB
7660	VERB
7774	NOUN
7868	ADJ
7902	ADV
7951	NOUN
8075	NOUN
8090	ADJ
8118	ADV
8129	ADV
8173	INTJ
8235	ADV
8248	ADV
8290	ADJ
8323	ADV
8529	INTJ
8534	ADJ
8553	DET
8617	ADJ
8619	ADJ
8688	ADJ
8752	ADV
8826	DET
8827	ADV
8909	ADJ
8961	ADV
9006	ADJ
9099	ADV
9108	NOUN
9146	NOUN
9303	NOUN
9389	ADJ
9464	ADJ
9491	ADJ
9512	ADJ
9522	ADJ
9544	ADJ
9574	DET
9588	ADJ
9611	VERB
9692	ADJ
9694	NOUN
9697	INTJ
9757	NOUN
9765	ADV
9840	DET
9856	ADV
9890	ADV
9908	NOUN
9930	ADJ
9941	ADJ
10158	ADJ
10186	ADV
10224	ADJ
10269	ADV
10344	DET
10345	DET
10351	ADJ
10363	DET
10557	NOUN
10905	NOUN
10964	ADJ
11120	ADJ
11352	DET
11497	ADV
11499	ADV
11501	NOUN
11541	ADV
11688	NOUN
11707	ADV
11911	ADV
11963	PROPN
12030	ADV
12066	INTJ
12076	NOUN
12118	NOUN
12119	NOUN
12282	NOUN
12302	INTJ
12375	ADV
12376	ADV
12397	DET
12401	DET
12404	PRON
12411	INTJ
12475	ADV
12506	NOUN
12566	NOUN
12659	ADV
12661	ADV
12662	ADV
12663	ADV
12664	ADV
12670	NOUN
12678	INTJ
12679	ADV
12683	NUM
12688	NOUN
12723	NOUN
12743	NOUN
12812	PROPN
12818	DET
12822	ADV
12840	CCONJ
12844	CCONJ
12930	DET
12932	ADJ
12933	NOUN
12943	PRON
12945	PRON
12953	ADV
13038	NOUN
13096	ADJ
13116	NUM
13118	NOUN
13185	VERB
13187	NOUN
13199	DET
13202	DET
13207	NUM
13214	ADV
13217	ADV
13249	ADV
13251	INTJ
13255	VERB
13256	VERB
13269	VERB
13270	VERB
13312	ADJ
13314	ADV
13345	NOUN
13346	ADV
13349	ADJ
13393	ADJ
13394	DET
13397	DET
13400	ADV
13401	DET
13457	NOUN
13480	NOUN
13486	ADV
13531	ADJ
13541	CCONJ
13542	CCONJ
13543	CCONJ
